date,close,amount,code,name
2015-03-31,24900.889,21503179943,HSI,恒生指数
2015-04-01,25082.75,21284535255,HSI,恒生指数
2015-04-02,25275.641,24956381714,HSI,恒生指数
2015-04-08,26236.859,45152326239,HSI,恒生指数
2015-04-09,26944.391,51838875746,HSI,恒生指数
2015-04-10,27272.391,43639973963,HSI,恒生指数
2015-04-13,28016.34,58908476454,HSI,恒生指数
2015-04-14,27561.49,50961157732,HSI,恒生指数
2015-04-15,27618.82,41547831003,HSI,恒生指数
2015-04-16,27739.711,40437015722,HSI,恒生指数
2015-04-17,27653.119,41843151480,HSI,恒生指数
2015-04-20,27094.93,37238048673,HSI,恒生指数
2015-04-21,27850.49,32182346595,HSI,恒生指数
2015-04-22,27933.85,40034717629,HSI,恒生指数
2015-04-23,27827.699,52607645344,HSI,恒生指数
2015-04-24,28060.98,33000383618,HSI,恒生指数
2015-04-27,28433.59,39132222250,HSI,恒生指数
2015-04-28,28442.75,43683757625,HSI,恒生指数
2015-04-29,28400.34,48529747332,HSI,恒生指数
2015-04-30,28133.0,55171792979,HSI,恒生指数
2015-05-04,28123.82,47959928021,HSI,恒生指数
2015-05-05,27755.539,45662117305,HSI,恒生指数
2015-05-06,27640.91,81003482953,HSI,恒生指数
2015-05-07,27289.971,41450087250,HSI,恒生指数
2015-05-08,27577.34,32646897007,HSI,恒生指数
2015-05-11,27718.199,33320760295,HSI,恒生指数
2015-05-12,27407.18,44911522688,HSI,恒生指数
2015-05-13,27249.279,38388983262,HSI,恒生指数
2015-05-14,27286.551,34051759931,HSI,恒生指数
2015-05-15,27822.279,35662108778,HSI,恒生指数
2015-05-18,27591.25,35325286378,HSI,恒生指数
2015-05-19,27693.539,37282603687,HSI,恒生指数
2015-05-20,27585.051,36567939855,HSI,恒生指数
2015-05-21,27523.721,49107435863,HSI,恒生指数
2015-05-22,27992.83,43779892936,HSI,恒生指数
2015-05-26,28249.859,61998470746,HSI,恒生指数
2015-05-27,28081.211,69579924686,HSI,恒生指数
2015-05-28,27454.311,67101577256,HSI,恒生指数
2015-05-29,27424.189,52984721003,HSI,恒生指数
2015-06-01,27597.16,51567128776,HSI,恒生指数
2015-06-02,27466.721,58823716932,HSI,恒生指数
2015-06-03,27657.471,48132772597,HSI,恒生指数
2015-06-04,27551.891,45565060862,HSI,恒生指数
2015-06-05,27260.16,37572792517,HSI,恒生指数
2015-06-08,27316.279,36896466077,HSI,恒生指数
2015-06-09,26989.52,44660212193,HSI,恒生指数
2015-06-10,26687.641,46754281847,HSI,恒生指数
2015-06-11,26907.85,28413317516,HSI,恒生指数
2015-06-12,27280.539,34921101051,HSI,恒生指数
2015-06-15,26861.811,36025842431,HSI,恒生指数
2015-06-16,26566.699,31132968279,HSI,恒生指数
2015-06-17,26753.789,26562645959,HSI,恒生指数
2015-06-18,26694.66,22148112979,HSI,恒生指数
2015-06-19,26760.529,27935752362,HSI,恒生指数
2015-06-22,27080.85,20746312186,HSI,恒生指数
2015-06-23,27333.461,32125997575,HSI,恒生指数
2015-06-24,27404.971,31263483438,HSI,恒生指数
2015-06-25,27145.75,27036482907,HSI,恒生指数
2015-06-26,26663.869,32435090618,HSI,恒生指数
2015-06-29,25966.98,36007917901,HSI,恒生指数
2015-06-30,26250.029,27201962338,HSI,恒生指数
2015-07-02,26282.32,23209736739,HSI,恒生指数
2015-07-03,26064.109,33260448582,HSI,恒生指数
2015-07-06,25236.279,54161727557,HSI,恒生指数
2015-07-07,24975.311,36755955157,HSI,恒生指数
2015-07-08,23516.561,54083278236,HSI,恒生指数
2015-07-09,24392.789,58448789993,HSI,恒生指数
2015-07-10,24901.279,44822358950,HSI,恒生指数
2015-07-13,25224.01,31388446453,HSI,恒生指数
2015-07-14,25120.91,26668221910,HSI,恒生指数
2015-07-15,25055.76,22867891058,HSI,恒生指数
2015-07-16,25162.779,18058914094,HSI,恒生指数
2015-07-17,25415.27,19934929902,HSI,恒生指数
2015-07-20,25404.811,15186291400,HSI,恒生指数
2015-07-21,25536.43,17974917490,HSI,恒生指数
2015-07-22,25282.619,21305902493,HSI,恒生指数
2015-07-23,25398.85,16593174568,HSI,恒生指数
2015-07-24,25128.51,15353710686,HSI,恒生指数
2015-07-27,24351.961,24444090850,HSI,恒生指数
2015-07-28,24503.939,19026821752,HSI,恒生指数
2015-07-29,24619.449,12505610001,HSI,恒生指数
2015-07-30,24497.98,11601623298,HSI,恒生指数
2015-07-31,24636.279,11843728950,HSI,恒生指数
2015-08-03,24411.42,13862439549,HSI,恒生指数
2015-08-04,24406.119,12175035404,HSI,恒生指数
2015-08-05,24514.16,11568724094,HSI,恒生指数
2015-08-06,24375.279,11255425448,HSI,恒生指数
2015-08-07,24552.471,14373655148,HSI,恒生指数
2015-08-10,24521.119,14348613889,HSI,恒生指数
2015-08-11,24498.211,16221594773,HSI,恒生指数
2015-08-12,23916.02,15096633306,HSI,恒生指数
2015-08-13,24018.801,12823846205,HSI,恒生指数
2015-08-14,23991.029,10855158979,HSI,恒生指数
2015-08-17,23814.65,12219153957,HSI,恒生指数
2015-08-18,23474.971,14439426443,HSI,恒生指数
2015-08-19,23167.85,13723246147,HSI,恒生指数
2015-08-20,22757.471,18474987621,HSI,恒生指数
2015-08-21,22409.619,20481611641,HSI,恒生指数
2015-08-24,21251.57,28125645086,HSI,恒生指数
2015-08-25,21404.961,25814542063,HSI,恒生指数
2015-08-26,21080.391,19995264478,HSI,恒生指数
2015-08-27,21838.539,21820548246,HSI,恒生指数
2015-08-28,21612.391,23970022027,HSI,恒生指数
2015-08-31,21670.58,18575555824,HSI,恒生指数
2015-09-01,21185.43,14527823488,HSI,恒生指数
2015-09-02,20934.939,18555296526,HSI,恒生指数
2015-09-04,20840.609,11680156255,HSI,恒生指数
2015-09-07,20583.52,13542479927,HSI,恒生指数
2015-09-08,21259.039,18499662107,HSI,恒生指数
2015-09-09,22131.311,24289511857,HSI,恒生指数
2015-09-10,21562.5,18041157128,HSI,恒生指数
2015-09-11,21504.369,21140689839,HSI,恒生指数
2015-09-14,21561.9,13866221314,HSI,恒生指数
2015-09-15,21455.23,12444664544,HSI,恒生指数
2015-09-16,21966.66,14989472861,HSI,恒生指数
2015-09-17,21854.631,14946552353,HSI,恒生指数
2015-09-18,21920.83,17027647300,HSI,恒生指数
2015-09-21,21756.93,13120474834,HSI,恒生指数
2015-09-22,21796.58,17669256304,HSI,恒生指数
2015-09-23,21302.91,15492776340,HSI,恒生指数
2015-09-24,21095.98,11505130255,HSI,恒生指数
2015-09-25,21186.32,10472284307,HSI,恒生指数
2015-09-29,20556.6,13563820502,HSI,恒生指数
2015-09-30,20846.301,17263231461,HSI,恒生指数
2015-10-02,21506.09,14742764030,HSI,恒生指数
2015-10-05,21854.5,12257670764,HSI,恒生指数
2015-10-06,21831.619,17441243452,HSI,恒生指数
2015-10-07,22515.76,30450225376,HSI,恒生指数
2015-10-08,22354.91,19665988853,HSI,恒生指数
2015-10-09,22458.801,21647744182,HSI,恒生指数
2015-10-12,22730.93,18920298556,HSI,恒生指数
2015-10-13,22600.461,20468671072,HSI,恒生指数
2015-10-14,22439.91,21571394586,HSI,恒生指数
2015-10-15,22888.17,19673296500,HSI,恒生指数
2015-10-16,23067.369,21069723618,HSI,恒生指数
2015-10-19,23075.609,16364004542,HSI,恒生指数
2015-10-20,22989.221,17322959766,HSI,恒生指数
2015-10-22,22845.369,15107588979,HSI,恒生指数
2015-10-23,23151.939,15898638156,HSI,恒生指数
2015-10-26,23116.25,16803055347,HSI,恒生指数
2015-10-27,23142.73,15292005285,HSI,恒生指数
2015-10-28,22956.57,14105302331,HSI,恒生指数
2015-10-29,22819.939,13452736671,HSI,恒生指数
2015-10-30,22640.039,13232888952,HSI,恒生指数
2015-11-02,22370.039,12553194453,HSI,恒生指数
2015-11-03,22568.43,13715608263,HSI,恒生指数
2015-11-04,23053.57,21476454160,HSI,恒生指数
2015-11-05,23051.039,15361862604,HSI,恒生指数
2015-11-06,22867.33,16077973719,HSI,恒生指数
2015-11-09,22726.77,14906936730,HSI,恒生指数
2015-11-10,22401.699,14353742576,HSI,恒生指数
2015-11-11,22352.17,17111149239,HSI,恒生指数
2015-11-12,22888.92,15170844996,HSI,恒生指数
2015-11-13,22396.141,15861349389,HSI,恒生指数
2015-11-16,22010.82,15913058506,HSI,恒生指数
2015-11-17,22264.25,13717906099,HSI,恒生指数
2015-11-18,22188.26,11740258062,HSI,恒生指数
2015-11-19,22500.221,12569129797,HSI,恒生指数
2015-11-20,22754.721,12899312983,HSI,恒生指数
2015-11-23,22665.9,12257870841,HSI,恒生指数
2015-11-24,22587.631,12425197563,HSI,恒生指数
2015-11-25,22498.0,12811827510,HSI,恒生指数
2015-11-26,22488.939,12271095068,HSI,恒生指数
2015-11-27,22068.32,14442757501,HSI,恒生指数
2015-11-30,21996.42,20608283792,HSI,恒生指数
2015-12-01,22381.35,14365075965,HSI,恒生指数
2015-12-02,22479.689,12908551262,HSI,恒生指数
2015-12-03,22417.01,12549827580,HSI,恒生指数
2015-12-04,22235.891,12884766776,HSI,恒生指数
2015-12-07,22203.221,12566025096,HSI,恒生指数
2015-12-08,21905.131,15257982626,HSI,恒生指数
2015-12-09,21803.76,13235736512,HSI,恒生指数
2015-12-10,21704.609,14053797778,HSI,恒生指数
2015-12-11,21464.051,12473654726,HSI,恒生指数
2015-12-14,21309.85,12725042836,HSI,恒生指数
2015-12-15,21274.369,11272928130,HSI,恒生指数
2015-12-16,21701.211,12297655730,HSI,恒生指数
2015-12-17,21872.061,15266978499,HSI,恒生指数
2015-12-18,21755.561,15439461269,HSI,恒生指数
2015-12-21,21791.68,14540566867,HSI,恒生指数
2015-12-22,21830.02,24868040992,HSI,恒生指数
2015-12-23,22040.59,36362789376,HSI,恒生指数
2015-12-24,22138.131,10007098815,HSI,恒生指数
2015-12-28,21919.619,15279881377,HSI,恒生指数
2015-12-29,21999.619,13943759379,HSI,恒生指数
2015-12-30,21882.15,16785726866,HSI,恒生指数
2015-12-31,21914.4,8414875446,HSI,恒生指数
2016-01-04,21327.119,16226538815,HSI,恒生指数
2016-01-05,21188.721,12326765800,HSI,恒生指数
2016-01-06,20980.811,13058108219,HSI,恒生指数
2016-01-07,20333.34,20094539760,HSI,恒生指数
2016-01-08,20453.711,15163952194,HSI,恒生指数
2016-01-11,19888.5,15412112461,HSI,恒生指数
2016-01-12,19711.76,14286290099,HSI,恒生指数
2016-01-13,19934.881,12943502744,HSI,恒生指数
2016-01-14,19817.41,13356588482,HSI,恒生指数
2016-01-15,19520.77,13183939263,HSI,恒生指数
2016-01-18,19237.449,11970957435,HSI,恒生指数
2016-01-19,19635.811,15774937952,HSI,恒生指数
2016-01-20,18886.301,14605567082,HSI,恒生指数
2016-01-21,18542.15,16747703330,HSI,恒生指数
2016-01-22,19080.51,14891833047,HSI,恒生指数
2016-01-25,19340.141,12289107229,HSI,恒生指数
2016-01-26,18860.801,11477807374,HSI,恒生指数
2016-01-27,19052.449,13174665648,HSI,恒生指数
2016-01-28,19195.83,16376210457,HSI,恒生指数
2016-01-29,19683.109,16279264891,HSI,恒生指数
2016-02-01,19595.5,10529251619,HSI,恒生指数
2016-02-02,19446.84,11351366650,HSI,恒生指数
2016-02-03,18991.59,12106651476,HSI,恒生指数
2016-02-04,19183.09,11426885142,HSI,恒生指数
2016-02-05,19288.17,24632172805,HSI,恒生指数
2016-02-11,18545.801,12750392782,HSI,恒生指数
2016-02-12,18319.58,11711960287,HSI,恒生指数
2016-02-15,18918.141,9908574448,HSI,恒生指数
2016-02-16,19122.08,16430228937,HSI,恒生指数
2016-02-17,18924.57,13336176937,HSI,恒生指数
2016-02-18,19363.08,14377049753,HSI,恒生指数
2016-02-19,19285.5,13301842793,HSI,恒生指数
2016-02-22,19464.09,15052627731,HSI,恒生指数
2016-02-23,19414.779,14209488659,HSI,恒生指数
2016-02-24,19192.449,12033099548,HSI,恒生指数
2016-02-25,18888.75,14119469751,HSI,恒生指数
2016-02-26,19364.15,13425836807,HSI,恒生指数
2016-02-29,19111.93,17494065714,HSI,恒生指数
2016-03-01,19407.461,13492119738,HSI,恒生指数
2016-03-02,20003.49,20748262028,HSI,恒生指数
2016-03-03,19941.76,18690751462,HSI,恒生指数
2016-03-04,20176.699,18996455264,HSI,恒生指数
2016-03-07,20159.721,19056762181,HSI,恒生指数
2016-03-08,20011.58,15173032261,HSI,恒生指数
2016-03-09,19996.26,13522513721,HSI,恒生指数
2016-03-10,19984.42,13585255597,HSI,恒生指数
2016-03-11,20199.6,13466838023,HSI,恒生指数
2016-03-14,20435.34,14815051360,HSI,恒生指数
2016-03-15,20288.77,13696839379,HSI,恒生指数
2016-03-16,20257.699,12718530706,HSI,恒生指数
2016-03-17,20503.811,17993976868,HSI,恒生指数
2016-03-18,20671.631,27465822615,HSI,恒生指数
2016-03-21,20684.15,17046421458,HSI,恒生指数
2016-03-22,20666.75,14163326161,HSI,恒生指数
2016-03-23,20615.23,15364296813,HSI,恒生指数
2016-03-24,20345.609,13503536291,HSI,恒生指数
2016-03-29,20366.301,15617956442,HSI,恒生指数
2016-03-30,20803.391,13372148332,HSI,恒生指数
2016-03-31,20776.699,14007404704,HSI,恒生指数
2016-04-01,20498.92,15721779178,HSI,恒生指数
2016-04-05,20177.0,13400567359,HSI,恒生指数
2016-04-06,20206.67,12102543778,HSI,恒生指数
2016-04-07,20266.051,11605880609,HSI,恒生指数
2016-04-08,20370.4,18380327597,HSI,恒生指数
2016-04-11,20440.811,12254331142,HSI,恒生指数
2016-04-12,20504.439,12614183045,HSI,恒生指数
2016-04-13,21158.711,15924918994,HSI,恒生指数
2016-04-14,21337.811,14478440124,HSI,恒生指数
2016-04-15,21316.471,11889907086,HSI,恒生指数
2016-04-18,21161.5,13727681404,HSI,恒生指数
2016-04-19,21436.211,15519275458,HSI,恒生指数
2016-04-20,21236.311,16073732064,HSI,恒生指数
2016-04-21,21622.25,17728050280,HSI,恒生指数
2016-04-22,21467.039,17130826040,HSI,恒生指数
2016-04-25,21304.439,13830082518,HSI,恒生指数
2016-04-26,21407.27,15059333537,HSI,恒生指数
2016-04-27,21361.6,11985797334,HSI,恒生指数
2016-04-28,21388.029,14630246343,HSI,恒生指数
2016-04-29,21067.051,12724162516,HSI,恒生指数
2016-05-03,20676.939,13234099779,HSI,恒生指数
2016-05-04,20525.83,15331188550,HSI,恒生指数
2016-05-05,20449.82,15819361253,HSI,恒生指数
2016-05-06,20109.869,18390400403,HSI,恒生指数
2016-05-09,20156.811,11193594176,HSI,恒生指数
2016-05-10,20242.68,11081712683,HSI,恒生指数
2016-05-11,20055.289,10289838500,HSI,恒生指数
2016-05-12,19915.461,10723517067,HSI,恒生指数
2016-05-13,19719.289,11597506064,HSI,恒生指数
2016-05-16,19883.949,9832115362,HSI,恒生指数
2016-05-17,20118.801,11730250588,HSI,恒生指数
2016-05-18,19826.41,10678138604,HSI,恒生指数
2016-05-19,19694.33,9572538632,HSI,恒生指数
2016-05-20,19852.199,9243285681,HSI,恒生指数
2016-05-23,19809.029,15779460422,HSI,恒生指数
2016-05-24,19830.43,16903247706,HSI,恒生指数
2016-05-25,20368.051,12680516852,HSI,恒生指数
2016-05-26,20397.109,11537204429,HSI,恒生指数
2016-05-27,20576.77,11488944049,HSI,恒生指数
2016-05-30,20629.391,10234915519,HSI,恒生指数
2016-05-31,20815.09,20174714814,HSI,恒生指数
2016-06-01,20760.98,12073401873,HSI,恒生指数
2016-06-02,20859.221,12514382071,HSI,恒生指数
2016-06-03,20947.24,11962791485,HSI,恒生指数
2016-06-06,21030.221,10195913040,HSI,恒生指数
2016-06-07,21328.24,13417173518,HSI,恒生指数
2016-06-08,21297.881,11837079369,HSI,恒生指数
2016-06-10,21042.641,11201896989,HSI,恒生指数
2016-06-13,20512.99,11739669622,HSI,恒生指数
2016-06-14,20387.529,10096773796,HSI,恒生指数
2016-06-15,20467.52,9722488984,HSI,恒生指数
2016-06-16,20038.42,11405019978,HSI,恒生指数
2016-06-17,20169.98,11097458864,HSI,恒生指数
2016-06-20,20510.199,9284436236,HSI,恒生指数
2016-06-21,20668.439,12286487598,HSI,恒生指数
2016-06-22,20795.119,11185388256,HSI,恒生指数
2016-06-23,20868.34,9596326842,HSI,恒生指数
2016-06-24,20259.131,17658459436,HSI,恒生指数
2016-06-27,20227.301,11233805227,HSI,恒生指数
2016-06-28,20172.461,10623400952,HSI,恒生指数
2016-06-29,20436.119,10771440002,HSI,恒生指数
2016-06-30,20794.369,12867773457,HSI,恒生指数
2016-07-04,21059.199,12739028707,HSI,恒生指数
2016-07-05,20750.721,9837542262,HSI,恒生指数
2016-07-06,20495.289,10615064758,HSI,恒生指数
2016-07-07,20706.92,8609727219,HSI,恒生指数
2016-07-08,20564.17,9160188279,HSI,恒生指数
2016-07-11,20880.5,11589168491,HSI,恒生指数
2016-07-12,21224.74,12423591751,HSI,恒生指数
2016-07-13,21322.369,12055166534,HSI,恒生指数
2016-07-14,21561.061,11214329254,HSI,恒生指数
2016-07-15,21659.25,13723768040,HSI,恒生指数
2016-07-18,21803.18,10494826808,HSI,恒生指数
2016-07-19,21673.199,9746489167,HSI,恒生指数
2016-07-20,21882.48,12016891351,HSI,恒生指数
2016-07-21,22000.49,12542396822,HSI,恒生指数
2016-07-22,21964.27,9895108300,HSI,恒生指数
2016-07-25,21993.439,10248323562,HSI,恒生指数
2016-07-26,22129.73,11962228864,HSI,恒生指数
2016-07-27,22218.99,12445154394,HSI,恒生指数
2016-07-28,22174.34,12179661644,HSI,恒生指数
2016-07-29,21891.369,18216729758,HSI,恒生指数
2016-08-01,22129.141,13650627513,HSI,恒生指数
2016-08-03,21739.119,13697048882,HSI,恒生指数
2016-08-04,21832.23,15485974644,HSI,恒生指数
2016-08-05,22146.09,12492505119,HSI,恒生指数
2016-08-08,22494.76,11677297905,HSI,恒生指数
2016-08-09,22465.609,13173675253,HSI,恒生指数
2016-08-10,22492.43,14365377948,HSI,恒生指数
2016-08-11,22580.551,15101970653,HSI,恒生指数
2016-08-12,22766.91,12959000391,HSI,恒生指数
2016-08-15,22932.51,14545251411,HSI,恒生指数
2016-08-16,22910.84,13795584311,HSI,恒生指数
2016-08-17,22799.779,14177808185,HSI,恒生指数
2016-08-18,23023.16,13387183916,HSI,恒生指数
2016-08-19,22937.221,12719997507,HSI,恒生指数
2016-08-22,22997.91,10986840841,HSI,恒生指数
2016-08-23,22998.93,11565615276,HSI,恒生指数
2016-08-24,22820.779,12852509864,HSI,恒生指数
2016-08-25,22826.869,15384823238,HSI,恒生指数
2016-08-26,22909.539,11351172353,HSI,恒生指数
2016-08-29,22821.34,12504766403,HSI,恒生指数
2016-08-30,23016.109,11916239866,HSI,恒生指数
2016-08-31,22976.881,13656583170,HSI,恒生指数
2016-09-01,23162.34,14717891864,HSI,恒生指数
2016-09-02,23266.699,14282438557,HSI,恒生指数
2016-09-05,23649.551,14148162633,HSI,恒生指数
2016-09-06,23787.68,16635489940,HSI,恒生指数
2016-09-07,23741.811,15426116575,HSI,恒生指数
2016-09-08,23919.34,14956966825,HSI,恒生指数
2016-09-09,24099.699,19832836123,HSI,恒生指数
2016-09-12,23290.6,14860843655,HSI,恒生指数
2016-09-13,23215.76,12744240534,HSI,恒生指数
2016-09-14,23190.641,11344389937,HSI,恒生指数
2016-09-15,23335.59,13178028322,HSI,恒生指数
2016-09-19,23550.449,12805089895,HSI,恒生指数
2016-09-20,23530.859,11603737453,HSI,恒生指数
2016-09-21,23669.9,13981154284,HSI,恒生指数
2016-09-22,23759.801,17141688958,HSI,恒生指数
2016-09-23,23686.48,14849812074,HSI,恒生指数
2016-09-26,23317.92,14945243253,HSI,恒生指数
2016-09-27,23571.9,13956008725,HSI,恒生指数
2016-09-28,23619.65,16942587733,HSI,恒生指数
2016-09-29,23739.471,13564238279,HSI,恒生指数
2016-09-30,23297.15,16862497581,HSI,恒生指数
2016-10-03,23584.43,10073859921,HSI,恒生指数
2016-10-04,23689.439,15075629797,HSI,恒生指数
2016-10-05,23788.311,13085378197,HSI,恒生指数
2016-10-06,23952.5,18617435787,HSI,恒生指数
2016-10-07,23851.82,13000340702,HSI,恒生指数
2016-10-11,23549.52,15258761085,HSI,恒生指数
2016-10-12,23407.051,13196142433,HSI,恒生指数
2016-10-13,23031.301,14585112767,HSI,恒生指数
2016-10-14,23233.311,15065310303,HSI,恒生指数
2016-10-17,23037.539,12129571097,HSI,恒生指数
2016-10-18,23394.391,14113660854,HSI,恒生指数
2016-10-19,23304.971,13191391201,HSI,恒生指数
2016-10-20,23374.4,14598569805,HSI,恒生指数
2016-10-24,23604.08,15976165386,HSI,恒生指数
2016-10-25,23565.109,14184273619,HSI,恒生指数
2016-10-26,23325.43,12059793127,HSI,恒生指数
2016-10-27,23132.35,15146624119,HSI,恒生指数
2016-10-28,22954.811,13490268145,HSI,恒生指数
2016-10-31,22934.539,13191247384,HSI,恒生指数
2016-11-01,23147.07,14627180947,HSI,恒生指数
2016-11-02,22810.5,12292153742,HSI,恒生指数
2016-11-03,22683.51,12437183370,HSI,恒生指数
2016-11-04,22642.619,12947961320,HSI,恒生指数
2016-11-07,22801.4,11341926334,HSI,恒生指数
2016-11-08,22909.471,11762879222,HSI,恒生指数
2016-11-09,22415.189,17635630811,HSI,恒生指数
2016-11-10,22839.109,14112095541,HSI,恒生指数
2016-11-11,22531.09,16262795819,HSI,恒生指数
2016-11-14,22222.221,15487386648,HSI,恒生指数
2016-11-15,22323.91,14143278354,HSI,恒生指数
2016-11-16,22280.529,13527288182,HSI,恒生指数
2016-11-17,22262.881,12712761208,HSI,恒生指数
2016-11-18,22344.211,12835925987,HSI,恒生指数
2016-11-21,22357.779,12398245501,HSI,恒生指数
2016-11-22,22678.07,15041744148,HSI,恒生指数
2016-11-23,22676.689,13645292422,HSI,恒生指数
2016-11-24,22608.49,12607157961,HSI,恒生指数
2016-11-25,22723.449,12688011722,HSI,恒生指数
2016-11-28,22830.57,14176844831,HSI,恒生指数
2016-11-29,22737.07,14134495505,HSI,恒生指数
2016-11-30,22789.77,20361330302,HSI,恒生指数
2016-12-01,22878.23,15767126981,HSI,恒生指数
2016-12-02,22564.82,14285164125,HSI,恒生指数
2016-12-05,22505.551,13310212132,HSI,恒生指数
2016-12-06,22675.15,11829170779,HSI,恒生指数
2016-12-07,22800.92,14277095609,HSI,恒生指数
2016-12-08,22861.84,13931424293,HSI,恒生指数
2016-12-09,22760.98,12903078771,HSI,恒生指数
2016-12-12,22433.02,16087885736,HSI,恒生指数
2016-12-13,22446.699,10151250276,HSI,恒生指数
2016-12-14,22456.619,10904237831,HSI,恒生指数
2016-12-15,22059.4,11979224073,HSI,恒生指数
2016-12-16,22020.75,14797235048,HSI,恒生指数
2016-12-19,21832.68,11904834946,HSI,恒生指数
2016-12-20,21729.061,9333046905,HSI,恒生指数
2016-12-21,21809.801,8850580178,HSI,恒生指数
2016-12-22,21636.199,9240989548,HSI,恒生指数
2016-12-23,21574.76,10591246897,HSI,恒生指数
2016-12-28,21754.74,10961228159,HSI,恒生指数
2016-12-29,21790.91,9316648421,HSI,恒生指数
2016-12-30,22000.561,10648903693,HSI,恒生指数
2017-01-03,22150.4,8893418786,HSI,恒生指数
2017-01-04,22134.471,8486681909,HSI,恒生指数
2017-01-05,22456.689,12243267818,HSI,恒生指数
2017-01-06,22503.01,9370831669,HSI,恒生指数
2017-01-09,22558.689,9168341953,HSI,恒生指数
2017-01-10,22744.85,10550275422,HSI,恒生指数
2017-01-11,22935.35,11324999903,HSI,恒生指数
2017-01-12,22829.02,10480814650,HSI,恒生指数
2017-01-13,22937.381,11920550148,HSI,恒生指数
2017-01-16,22718.15,10095000161,HSI,恒生指数
2017-01-17,22840.971,10217681774,HSI,恒生指数
2017-01-18,23098.26,11811002720,HSI,恒生指数
2017-01-19,23049.961,10026391653,HSI,恒生指数
2017-01-20,22885.91,11224081816,HSI,恒生指数
2017-01-23,22898.52,10596722182,HSI,恒生指数
2017-01-24,22949.859,12509697028,HSI,恒生指数
2017-01-25,23049.119,10913703383,HSI,恒生指数
2017-01-26,23374.17,12059375303,HSI,恒生指数
2017-01-27,23360.779,4400574581,HSI,恒生指数
2017-02-01,23318.391,8395743498,HSI,恒生指数
2017-02-02,23184.52,10163195220,HSI,恒生指数
2017-02-03,23129.211,10258583207,HSI,恒生指数
2017-02-06,23348.24,11762818172,HSI,恒生指数
2017-02-07,23331.57,11211296745,HSI,恒生指数
2017-02-08,23485.131,15892119070,HSI,恒生指数
